CONDITION,OUTCOME,YEAR,Geography,SRANum,RegionNum,RegionName,UrbanicitySort,UrbanicityCat,SESSort,Socioeconomic_Category,SDNUM,Supervisor_District,Total_Cases,Total_Rate,Age_Adjusted_Rate,Male_Cases,Male_Rate,Female_Cases,Female_Rate,White_Cases,White_Rate,Black_Cases,Black_Rate,Hispanic_Cases,Hispanic_Rate,Asian_Pacific_Islander_Cases,Asian_Pacific_Islander_Rate,Other_Race_Ethnicity_Cases,Other_Race_Ethnicity_Rate,Age_Group_0_to_14_Cases,Age_Group_0_to_14_Rate,Age_Group_15_to_24_Cases,Age_Group_15_to_24_Rate,Age_Group_25_to_44_Cases,Age_Group_25_to_44_Rate,Age_Group_45_to_64_Cases,Age_Group_45_to_64_Rate,Age_Group_65Plus_Cases,Age_Group_65Plus_Rate
Anxiety,Hospitalization,2010,Mountain Empire,62,5,EAST,1,Rural Area,2,Low Income,2,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Santee,35,5,EAST,3,Suburban Area,4,Moderately High Income,2,Supervisorial District 2,11,21.5049559148404,21.7254984313341,5,20.1889687474764,6,22.740193291643,10,26.3317270979804,,,,,,,,,,,6,85.7387825092884,,,,,,
Anxiety,Hospitalization,2010,Spring Valley,31,5,EAST,4,Urban Area,4,Moderately High Income,2,Supervisorial District 2,11,13.5800792582808,14.3125950522082,,,8,19.2390938386802,7,18.2968268074651,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,North Central Region,99,99,REGION N CENTRAL,99,,99,,99,North Central Region,93,15.3986512106155,15.1612216385815,43,14.074042555977,50,16.754796898352,64,17.5299721437786,6,31.9710129482602,9,10.5062862612797,7,6.46263213774639,5,19.146084625694,15,15.860260531213,14,13.6470863470649,28,14.5859922381684,26,18.1889411237967,10,13.9124627841621
Anxiety,Hospitalization,2010,Coastal,11,2,N CENTRAL,3,Suburban Area,5,High Income,4,Supervisorial District 4,14,18.5737976782753,18.5120334346304,9,23.1707945007981,5,13.6862562614622,12,19.7267840410317,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Del Mar-Mira Mesa,13,2,N CENTRAL,3,Suburban Area,6,Highest Income,3,Supervisorial District 3,13,8.25035381325007,8.35131100008442,,,11,14.0127388535032,7,9.21598314791653,,,,,,,,,,,,,,,5,11.1622092244497,,
Anxiety,Hospitalization,2010,Elliott-Navajo,17,2,N CENTRAL,2,Exurban Area,5,High Income,3,Supervisorial District 3,17,19.078401005544,18.9622841585167,11,25.442938428089,6,13.0798744332054,12,19.9710419891158,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Kearny Mesa,10,2,N CENTRAL,4,Urban Area,3,Moderately Low Income,4,Supervisorial District 4,32,21.1629014337866,21.3392291638209,10,13.2719285439367,22,29.0004086421218,20,23.7126969635892,,,5,14.9316132114914,,,,,6,25.8197779499096,6,25.470136265229,10,20.1126307320998,10,28.0678118333895,,
Anxiety,Hospitalization,2010,Miramar,16,2,N CENTRAL,99,,99,,3,Supervisorial District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Unknown,99,99,UNKNOWN,99,,99,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Peninsula,2,2,N CENTRAL,4,Urban Area,3,Moderately Low Income,4,Supervisorial District 4,14,22.2448201347401,18.6769404988799,9,26.3288769271275,5,17.3894897923695,12,25.0192856993933,,,,,,,,,,,,,9,42.7695670769377,,,,
Anxiety,Hospitalization,2010,University,12,2,N CENTRAL,4,Urban Area,4,Moderately High Income,3,Supervisorial District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,North Coastal Region,99,99,REGION N COASTAL,99,,99,,99,North Coastal Region,63,12.4544079708211,11.7240370625627,26,10.0840466503512,37,14.9186329693724,49,16.3802901651401,,,11,7.64037451726725,,,,,5,4.9485842100575,15,17.9168657429527,14,10.254832589858,16,12.8038923832845,13,21.8109826686576
Anxiety,Hospitalization,2010,Carlsbad,41,1,N COASTAL,3,Suburban Area,5,High Income,5,Supervisorial District 5,10,8.71748378548016,7.54444858497731,,,7,11.8762830627237,8,9.48148148148148,,,,,,,,,,,,,,,5,15.3294294386363,,
Anxiety,Hospitalization,2010,Oceanside,42,1,N COASTAL,3,Suburban Area,3,Moderately Low Income,5,Supervisorial District 5,27,16.9045830202855,16.0440114689628,10,12.6173412738468,17,21.1274607277789,21,28.285875919291,,,6,10.016861717224,,,,,,,7,27.604700686174,8,17.9107150852998,5,12.7798793579389,5,27.1179086668836
Anxiety,Hospitalization,2010,Pendleton,43,1,N COASTAL,99,,99,,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,San Dieguito,40,1,N COASTAL,2,Exurban Area,6,Highest Income,3,Supervisorial District 3,14,14.9687794029595,13.5717071130596,5,10.8667304181518,9,18.9409882986783,13,17.725419615222,,,,,,,,,,,,,,,,,5,37.7986090111884
Anxiety,Hospitalization,2010,Vista,52,1,N COASTAL,3,Suburban Area,2,Low Income,5,Supervisorial District 5,9,8.96119801260542,8.43300338300296,5,9.86173842724996,,,5,11.4009485589201,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,North Inland Region,99,99,REGION N INLAND,99,,99,,99,North Inland Region,87,15.2763437914832,15.3602045260536,32,11.4083216576291,55,19.0304175273605,69,21.9196533518009,,,9,5.48713571515669,5,8.45179938808972,,,5,4.18333026555781,19,24.6471564964716,25,16.8422754587836,22,14.4441307587765,16,22.1757148203074
Anxiety,Hospitalization,2010,Anza-Borrego Springs,63,6,N INLAND,1,Rural Area,1,Lowest Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Escondido,50,6,N INLAND,2,Exurban Area,3,Moderately Low Income,3,Supervisorial District 3,29,17.7891191932328,17.7564141547133,11,13.6019092134387,18,21.911138161899,24,33.7552742616034,,,,,,,,,,,8,31.2048991691696,12,26.5064499028097,6,15.627848826609,,
Anxiety,Hospitalization,2010,Fallbrook,55,6,N INLAND,1,Rural Area,4,Moderately High Income,5,Supervisorial District 5,12,25.3678335870117,22.8034445903773,,,8,33.6757029802997,11,40.2856619666728,,,,,,,,,,,,,,,,,5,61.0948191593353
Anxiety,Hospitalization,2010,North San Diego,14,6,N INLAND,3,Suburban Area,6,Highest Income,3,Supervisorial District 3,17,15.9561487488502,16.8755678827319,8,15.5348855273123,9,16.3502588790989,10,15.9596539947014,,,,,,,,,,,,,5,16.215339711367,,,,
Anxiety,Hospitalization,2010,Palomar-Julian,60,6,N INLAND,1,Rural Area,2,Low Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Pauma,54,6,N INLAND,1,Rural Area,5,High Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Poway,15,6,N INLAND,2,Exurban Area,6,Highest Income,2,Supervisorial District 2,12,13.9032104830207,15.2394619394673,,,9,20.389207312929,10,17.2520875025878,,,,,,,,,,,,,5,24.0349949526511,,,,
Anxiety,Hospitalization,2010,Ramona,39,6,N INLAND,1,Rural Area,5,High Income,2,Supervisorial District 2,5,14.3389733295096,14.8850717434344,,,,,5,20.1328769881216,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,San Marcos,51,6,N INLAND,3,Suburban Area,3,Moderately Low Income,5,Supervisorial District 5,9,10.0038904018229,9.61302336089248,,,8,17.4030324784094,7,15.4059466954244,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,Valley Center,53,6,N INLAND,1,Rural Area,5,High Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,South Region,99,99,REGION SOUTH,99,,99,,99,South Region,64,13.6610563838757,13.4834140482972,28,11.961824690915,36,15.3579031342921,26,26.4949252027881,,,34,12.2422819613576,,,,,,,19,23.5183443085607,15,11.371475790128,18,16.979209900766,8,16.4737860878877
Anxiety,Hospitalization,2010,Chula Vista,21,4,SOUTH,5,Very Urban Area,1,Lowest Income,1,Supervisorial District 1,28,24.2983841574535,23.8782773856288,10,18.0047172359158,18,30.1542894476739,9,42.1308866211029,,,18,22.1306940431549,,,,,,,9,47.8901718725057,,,6,22.6748800120933,6,41.3393964448119
Anxiety,Hospitalization,2010,Coronado,3,4,SOUTH,2,Exurban Area,6,Highest Income,1,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,National City,4,4,SOUTH,5,Very Urban Area,1,Lowest Income,1,Supervisorial District 1,6,10.2884186700504,11.0666892404277,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2010,South Bay,22,4,SOUTH,3,Suburban Area,2,Low Income,1,Supervisorial District 1,18,13.3418325748254,13.0706370007374,8,11.754334410814,10,14.957968109612,7,34.1047503045067,,,9,9.73688765795396,,,,,,,6,25.1088048208905,,,5,16.340403281153,,
Anxiety,Hospitalization,2010,Sweetwater,20,4,SOUTH,3,Suburban Area,6,Highest Income,1,Supervisorial District 1,9,6.65090156665681,6.3809617004772,5,7.58380100106173,,,,,,,5,7.87773751378604,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,San Diego County (Actual Rate),0,0,COUNTY,99,,99,,99,County Total,578,18.5505534676376,18.0099471711254,233,14.9092328463837,345,22.214781522453,346,23.1348063830669,36,25.1915608271229,141,13.9495678601956,20,5.73519459515261,19,16.1269787378517,42,7.07708120950688,143,28.6836414986099,153,17.173162724135,151,19.5857166945536,89,24.5918852305006
Anxiety,Hospitalization,2011,Central Region,99,99,REGION CENTRAL,99,,99,,99,Central Region,105,21.6241597469355,21.0349029693188,50,20.1534889720108,55,23.1606252526614,48,33.7279977514668,13,23.6975463925043,37,17.803868732557,5,7.7464134105909,,,10,11.0997646849887,27,33.6243290701005,31,19.0669495955961,26,23.9565097208145,11,24.9648222958558
Anxiety,Hospitalization,2011,Central San Diego,1,3,CENTRAL,5,Very Urban Area,2,Low Income,4,Supervisorial District 4,43,25.9089211043226,26.4382135422696,19,20.9752381793493,24,31.8374169242402,22,26.8784361637141,8,71.9812848659349,12,20.4610557904788,,,,,,,12,57.8675796884795,13,18.4619754313712,12,31.0334126409434,,
Anxiety,Hospitalization,2011,Mid-City,6,3,CENTRAL,5,Very Urban Area,1,Lowest Income,4,Supervisorial District 4,32,19.6083237334248,20.0746567509988,18,22.1478491977557,14,17.0890093257165,19,41.5318702456938,,,10,14.3756648745004,,,,,,,5,15.4592956744891,12,23.6812503700195,8,23.8934352786572,6,46.4864027272023
Anxiety,Hospitalization,2011,Southeastern San Diego,5,3,CENTRAL,5,Very Urban Area,2,Low Income,4,Supervisorial District 4,30,19.1808498395202,18.5036929400892,13,17.0511929276898,17,21.2062620844508,7,47.5640415845621,,,15,18.8418540384374,,,,,6,16.5727543917799,10,36.7390425805504,6,14.4588765452924,6,16.4925783397471,,
Anxiety,Hospitalization,2011,East Region,99,99,REGION EAST,99,,99,,99,East Region,127,27.2152576877746,26.0963447183624,49,21.3237246019209,78,32.9309842564564,78,27.9544843652002,7,26.8744961031981,23,19.338456623001,,,9,41.993281075028,9,10.093646610217,24,34.5901072293324,26,21.5046648580692,46,35.7403695243423,22,37.6126241644014
Anxiety,Hospitalization,2011,Alpine,38,5,EAST,1,Rural Area,5,High Income,2,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,El Cajon,34,5,EAST,4,Urban Area,2,Low Income,2,Supervisorial District 2,28,22.3529693524824,21.0376834680681,10,16.3009813190754,18,28.1615219738098,19,25.8433079434168,,,,,,,,,,,8,40.6297613001524,5,15.1011778918756,12,37.4566907013765,,
Anxiety,Hospitalization,2011,Harbison Crest/El Cajon,37,5,EAST,99,,99,,2,Supervisorial District 2,49,34.9915020637845,32.8734129267114,20,29.1061501295224,29,40.6618059450365,30,35.2393929427242,,,7,19.3375507610707,,,6,86.9565217391304,,,11,50.8317929759704,8,22.2921949452448,20,53.6667829446964,7,39.5234599966123
Anxiety,Hospitalization,2011,Jamul,30,5,EAST,1,Rural Area,6,Highest Income,2,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,La Mesa,33,5,EAST,4,Urban Area,2,Low Income,2,Supervisorial District 2,20,33.3411129263495,33.7894712412949,8,27.9456457190764,12,38.26652635607,13,34.8590888370472,,,,,,,,,,,,,6,34.3504894944753,9,57.3650328255466,,
Anxiety,Hospitalization,2011,Laguna-Pine Valley,61,5,EAST,1,Rural Area,3,Moderately Low Income,2,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Lakeside,36,5,EAST,2,Exurban Area,3,Moderately Low Income,2,Supervisorial District 2,15,26.6127315307643,27.4449646345208,10,35.8731525326446,5,17.551249648975,11,26.9126318107308,,,,,,,,,,,,,5,34.7439371829616,,,,
Anxiety,Hospitalization,2011,Lemon Grove,32,5,EAST,5,Very Urban Area,2,Low Income,2,Supervisorial District 2,11,36.7291061471168,38.2525032645048,,,8,52.0020800832033,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Mountain Empire,62,5,EAST,1,Rural Area,2,Low Income,2,Supervisorial District 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Santee,35,5,EAST,3,Suburban Area,4,Moderately High Income,2,Supervisorial District 2,7,13.5414853074884,12.8247058417038,,,,,7,18.3366077275704,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Spring Valley,31,5,EAST,4,Urban Area,4,Moderately High Income,2,Supervisorial District 2,14,17.1278964496317,16.2132362239156,,,10,23.8254074144668,8,20.9106592085315,,,,,,,,,,,,,,,5,22.9758294274423,5,50.761421319797
Anxiety,Hospitalization,2011,North Central Region,99,99,REGION N CENTRAL,99,,99,,99,North Central Region,111,18.20433131883,17.3417787902653,43,13.9405807062363,68,22.5693925846269,80,21.9058650215362,5,26.7436884895165,15,17.0953808281002,7,6.27830844432486,,,13,13.7736668679741,32,30.9035423185383,34,17.5561797752809,18,12.4590753981713,14,19.0018594676765
Anxiety,Hospitalization,2011,Coastal,11,2,N CENTRAL,3,Suburban Area,5,High Income,4,Supervisorial District 4,16,21.1766262987228,18.2106331055582,7,17.9759122775481,9,24.580761457366,14,23.0924025995447,,,,,,,,,,,5,45.2980612429788,6,21.5238915195867,,,,
Anxiety,Hospitalization,2011,Del Mar-Mira Mesa,13,2,N CENTRAL,3,Suburban Area,6,Highest Income,3,Supervisorial District 3,12,7.57183781123408,7.5151578099756,7,8.81567679210115,5,6.32287108930423,11,14.5158949049209,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Elliott-Navajo,17,2,N CENTRAL,2,Exurban Area,5,High Income,3,Supervisorial District 3,31,34.6659211629857,36.2391847566122,8,18.4378529120284,23,49.9609001650882,16,26.7134151431672,,,7,53.0503978779841,,,,,7,41.2784526477179,9,83.079479368596,10,39.4088669950739,,,,
Anxiety,Hospitalization,2011,Kearny Mesa,10,2,N CENTRAL,4,Urban Area,3,Moderately Low Income,4,Supervisorial District 4,41,27.0277396899061,27.0395988156022,15,19.8509852705689,26,34.1507624814469,30,35.7385368643008,,,6,17.6082171680117,,,,,5,21.2765957446809,12,54.5752228488266,12,23.6775122827095,9,24.9010873474808,,
Anxiety,Hospitalization,2011,Miramar,16,2,N CENTRAL,99,,99,,3,Supervisorial District 3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Peninsula,2,2,N CENTRAL,4,Urban Area,3,Moderately Low Income,4,Supervisorial District 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,University,12,2,N CENTRAL,4,Urban Area,4,Moderately High Income,3,Supervisorial District 3,7,10.5291657892362,14.6000279745456,,,,,6,17.5407823188914,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,North Coastal Region,99,99,REGION N COASTAL,99,,99,,99,North Coastal Region,84,16.4761772130546,15.93042725789,32,12.3228589032656,52,20.7877767872491,63,21.0684725357412,5,34.9162011173184,11,7.49390268826727,,,,,,,22,26.0737650516735,22,16.114382819138,23,18.1392304234327,15,24.3360319288739
Anxiety,Hospitalization,2011,Carlsbad,41,1,N COASTAL,3,Suburban Area,5,High Income,5,Supervisorial District 5,14,12.0839663029968,10.1496616108087,,,10,16.7954316425932,13,15.3515505066012,,,,,,,,,,,,,,,7,21.1218732084125,,
Anxiety,Hospitalization,2011,Oceanside,42,1,N COASTAL,3,Suburban Area,3,Moderately Low Income,5,Supervisorial District 5,29,18.1142446672288,17.717671513249,13,16.3612565445026,16,19.8415158918141,19,25.7815892314373,,,,,,,,,,,11,44.4336726450153,11,24.621169729391,5,12.7177921912756,,
Anxiety,Hospitalization,2011,Pendleton,43,1,N COASTAL,99,,99,,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,San Dieguito,40,1,N COASTAL,2,Exurban Area,6,Highest Income,3,Supervisorial District 3,17,17.9143483392345,17.0409208827106,,,14,29.0257707378766,16,21.6178238958021,,,,,,,,,,,,,,,5,16.8044632654433,7,50.1396748083948
Anxiety,Hospitalization,2011,Vista,52,1,N COASTAL,3,Suburban Area,2,Low Income,5,Supervisorial District 5,21,20.7245704586051,22.249524328086,9,17.6073559620464,12,23.8977177679532,13,29.7953290091907,,,5,10.4698886003853,,,,,,,,,7,24.1954996370675,6,24.9086682165394,,
Anxiety,Hospitalization,2011,North Inland Region,99,99,REGION N INLAND,99,,99,,99,North Inland Region,71,12.357174558144,12.5044265236168,34,12.0129457156182,37,12.6913565002041,50,15.9297053960284,,,12,7.12622927454986,,,,,,,17,21.3187529783552,21,14.2852283935921,16,10.355249788041,13,17.416934619507
Anxiety,Hospitalization,2011,Anza-Borrego Springs,63,6,N INLAND,1,Rural Area,1,Lowest Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Escondido,50,6,N INLAND,2,Exurban Area,3,Moderately Low Income,3,Supervisorial District 3,15,9.13358785598159,9.25737605505613,8,9.8171554791999,7,8.46033913873748,6,8.50653585504863,,,6,7.92393026941363,,,,,,,,,6,13.2567388422448,5,12.7785728889798,,
Anxiety,Hospitalization,2011,Fallbrook,55,6,N INLAND,1,Rural Area,4,Moderately High Income,5,Supervisorial District 5,7,14.6223262032086,14.2190171901295,,,5,20.815120103243,6,22.0329024676851,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,North San Diego,14,6,N INLAND,3,Suburban Area,6,Highest Income,3,Supervisorial District 3,11,10.2216233796404,10.7226799513311,5,9.60928641439087,6,10.7948616458566,8,12.7376365315416,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Palomar-Julian,60,6,N INLAND,1,Rural Area,2,Low Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Pauma,54,6,N INLAND,1,Rural Area,5,High Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,Poway,15,6,N INLAND,2,Exurban Area,6,Highest Income,2,Supervisorial District 2,14,16.1102864178778,15.8234113832387,11,25.9128386336867,,,9,15.5314338964916,,,,,,,,,,,5,45.6454263282819,,,5,18.2969224576426,,
Anxiety,Hospitalization,2011,Ramona,39,6,N INLAND,1,Rural Area,5,High Income,2,Supervisorial District 2,6,16.9333672000677,15.3659845661267,,,,,6,23.9788985692591,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,San Marcos,51,6,N INLAND,3,Suburban Area,3,Moderately Low Income,5,Supervisorial District 5,14,15.5231294628997,16.0381942958038,5,11.3337564602412,9,19.534641430804,12,26.7058352249967,,,,,,,,,,,,,5,20.0779022607718,,,,
Anxiety,Hospitalization,2011,Valley Center,53,6,N INLAND,1,Rural Area,5,High Income,5,Supervisorial District 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,South Region,99,99,REGION SOUTH,99,,99,,99,South Region,80,17.0410369470982,16.9055630477999,25,10.6955074590469,55,23.3335595981537,27,28.0843362215126,,,43,15.2965575630805,,,,,,,21,25.864298646435,19,14.5881160599802,22,20.3792391133178,14,28.3395072974231
Anxiety,Hospitalization,2011,Chula Vista,21,4,SOUTH,5,Very Urban Area,1,Lowest Income,1,Supervisorial District 1,40,34.5086401007652,33.8195755778615,9,16.1209428960378,31,51.5935757676625,12,57.3284922606535,,,23,27.8703423205089,,,,,,,13,68.3958541589941,9,29.1252710268276,10,37.1222807929319,8,54.5404963185165
Anxiety,Hospitalization,2011,Coronado,3,4,SOUTH,2,Exurban Area,6,Highest Income,1,Supervisorial District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,National City,4,4,SOUTH,5,Very Urban Area,1,Lowest Income,1,Supervisorial District 1,9,15.3869826127096,15.0934212270288,5,16.6611129623459,,,,,,,6,15.9748662104955,,,,,,,,,,,,,,
Anxiety,Hospitalization,2011,South Bay,22,4,SOUTH,3,Suburban Area,2,Low Income,1,Supervisorial District 1,18,13.3209004928733,13.4572711140257,7,10.2865540044085,11,16.3993082473612,6,29.8284862043251,,,10,10.7204116638079,,,,,,,,,5,13.2946901007738,5,16.1739017920683,,
Anxiety,Hospitalization,2011,Sweetwater,20,4,SOUTH,3,Suburban Area,6,Highest Income,1,Supervisorial District 1,10,7.32085859029547,7.39257129947828,,,6,8.55773619351894,,,,,,,,,,,,,,,,,5,15.1984923095629,,
Anxiety,Hospitalization,2011,Unknown,99,99,UNKNOWN,99,,99,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxiety,Hospitalization,2012,San Diego County (Actual Rate),0,0,COUNTY,99,,99,,99,County Total,550,17.4968163747296,17.0636050450193,211,13.3888091130199,339,21.6269874180694,317,21.2420928487188,47,33.7200375942547,123,11.8814635644777,18,5.05710312276118,30,24.8828432795587,38,6.30972444769155,122,24.2681752719229,156,17.5270855265597,169,21.8379546235731,65,17.3548533514892
Anxiety,Hospitalization,2012,Central Region,99,99,REGION CENTRAL,99,,99,,99,Central Region,103,21.0739100901063,20.9319953768344,41,16.4322071259669,62,25.9147488359262,49,34.604764157939,25,47.1280185495881,20,9.41801383506232,,,5,30.4989630352568,5,5.41999544720382,13,16.5482827974236,32,19.580008811004,44,40.2168051404389,9,19.952114924182
Anxiety,Hospitalization,2012,Central San Diego,1,3,CENTRAL,5,Very Urban Area,2,Low Income,4,Supervisorial District 4,38,22.7790432801822,22.1343409077452,20,22.0065579542704,18,23.7035476309621,18,22.1010755856785,10,93.0925339787749,7,11.6664722254629,,,,,,,7,36.7820923755977,10,14.1538809941686,18,46.0841291379708,,
